,Person_ID,Person_name,Person_age,Person_gender,Person_ducation_level_ID,Assoc_stimulus,Term1,Term2,mahalanobis,Person_term_ID,Person_term_name,Person_term_age,Person_term_gender,Person_term_ducation_level_ID
293,3,post-doc,34,male,3,educational/education,educational/education,scientific/science,700.1306107561471,0,enrollee,18,female,1
294,3,post-doc,34,male,3,educational/education,educational/education,scientific/science,1021.8220223072398,1,graduate,25,male,2
295,3,post-doc,34,male,3,educational/education,educational/education,scientific/science,680.5585643402593,2,parent,40,female,2
296,3,post-doc,34,male,3,educational/education,educational/education,scientific/science,664.8997613637343,3,post-doc,34,male,3
297,3,post-doc,34,male,3,educational/education,educational/education,educational/education,623.7645526090544,0,enrollee,18,female,1
298,3,post-doc,34,male,3,educational/education,educational/education,educational/education,672.7806219281698,1,graduate,25,male,2
299,3,post-doc,34,male,3,educational/education,educational/education,educational/education,623.5118106488626,2,parent,40,female,2
300,3,post-doc,34,male,3,educational/education,educational/education,program,575.2562964550892,0,enrollee,18,female,1
301,3,post-doc,34,male,3,educational/education,educational/education,program,618.0606399155945,1,graduate,25,male,2
302,3,post-doc,34,male,3,educational/education,educational/education,program,424.6033563937201,2,parent,40,female,2
303,3,post-doc,34,male,3,educational/education,educational/education,program,528.8674007222179,3,post-doc,34,male,3
304,0,enrollee,18,female,1,program,program,center,771.5146488268161,0,enrollee,18,female,1
305,0,enrollee,18,female,1,program,program,center,797.4323719032811,1,graduate,25,male,2
306,0,enrollee,18,female,1,program,program,center,726.4756431633277,2,parent,40,female,2
307,0,enrollee,18,female,1,program,program,center,686.9061272174458,3,post-doc,34,male,3
308,0,enrollee,18,female,1,program,program,university,657.086276281509,0,enrollee,18,female,1
309,0,enrollee,18,female,1,program,program,university,690.0740391023807,1,graduate,25,male,2
310,0,enrollee,18,female,1,program,program,university,785.8894580064374,2,parent,40,female,2
311,0,enrollee,18,female,1,program,program,university,727.169370602251,3,post-doc,34,male,3
312,0,enrollee,18,female,1,program,program,scientific/science,736.8339501998594,0,enrollee,18,female,1
313,0,enrollee,18,female,1,program,program,scientific/science,1044.894641355148,1,graduate,25,male,2
314,0,enrollee,18,female,1,program,program,scientific/science,721.4938169961351,2,parent,40,female,2
315,0,enrollee,18,female,1,program,program,scientific/science,704.2130460356232,3,post-doc,34,male,3
316,0,enrollee,18,female,1,program,program,educational/education,696.6525694737041,0,enrollee,18,female,1
317,0,enrollee,18,female,1,program,program,educational/education,648.2854752734294,1,graduate,25,male,2
318,0,enrollee,18,female,1,program,program,educational/education,739.3988815164518,2,parent,40,female,2
319,0,enrollee,18,female,1,program,program,educational/education,575.2562964550892,3,post-doc,34,male,3
320,0,enrollee,18,female,1,program,program,program,651.8762924067805,1,graduate,25,male,2
321,0,enrollee,18,female,1,program,program,program,447.60026613166406,2,parent,40,female,2
322,0,enrollee,18,female,1,program,program,program,454.8639479569291,3,post-doc,34,male,3
323,1,graduate,25,male,2,program,program,center,648.9357732199747,0,enrollee,18,female,1
324,1,graduate,25,male,2,program,program,center,658.4532842986514,1,graduate,25,male,2
325,1,graduate,25,male,2,program,program,center,586.0776506682005,2,parent,40,female,2
326,1,graduate,25,male,2,program,program,center,600.3086199936438,3,post-doc,34,male,3
327,1,graduate,25,male,2,program,program,university,574.1250582115417,0,enrollee,18,female,1
328,1,graduate,25,male,2,program,program,university,627.7503921197205,1,graduate,25,male,2
329,1,graduate,25,male,2,program,program,university,828.1300326144003,2,parent,40,female,2
330,1,graduate,25,male,2,program,program,university,708.2226226335656,3,post-doc,34,male,3
331,1,graduate,25,male,2,program,program,scientific/science,645.4359330181267,0,enrollee,18,female,1
332,1,graduate,25,male,2,program,program,scientific/science,937.6003129939759,1,graduate,25,male,2
333,1,graduate,25,male,2,program,program,scientific/science,623.1635995181838,2,parent,40,female,2
334,1,graduate,25,male,2,program,program,scientific/science,642.2649160447057,3,post-doc,34,male,3
335,1,graduate,25,male,2,program,program,educational/education,718.2558319633489,0,enrollee,18,female,1
336,1,graduate,25,male,2,program,program,educational/education,691.7568380840376,1,graduate,25,male,2
337,1,graduate,25,male,2,program,program,educational/education,661.6486178372146,2,parent,40,female,2
338,1,graduate,25,male,2,program,program,educational/education,618.0606399155945,3,post-doc,34,male,3
339,1,graduate,25,male,2,program,program,program,651.8762924067805,0,enrollee,18,female,1
340,1,graduate,25,male,2,program,program,program,612.0721735049495,2,parent,40,female,2
341,1,graduate,25,male,2,program,program,program,544.3568923487096,3,post-doc,34,male,3
342,2,parent,40,female,2,program,program,center,774.0276539535581,0,enrollee,18,female,1
343,2,parent,40,female,2,program,program,center,788.3564433497038,1,graduate,25,male,2
344,2,parent,40,female,2,program,program,center,679.3821831287278,2,parent,40,female,2
345,2,parent,40,female,2,program,program,center,663.4729792262276,3,post-doc,34,male,3
346,2,parent,40,female,2,program,program,university,631.6133816866153,0,enrollee,18,female,1
347,2,parent,40,female,2,program,program,university,711.9326464382349,1,graduate,25,male,2
348,2,parent,40,female,2,program,program,university,840.2278333888166,2,parent,40,female,2
349,2,parent,40,female,2,program,program,university,705.9929616794916,3,post-doc,34,male,3
350,2,parent,40,female,2,program,program,scientific/science,734.0046248117665,0,enrollee,18,female,1
351,2,parent,40,female,2,program,program,scientific/science,1000.4816929094471,1,graduate,25,male,2
352,2,parent,40,female,2,program,program,scientific/science,691.43339770376,2,parent,40,female,2
353,2,parent,40,female,2,program,program,scientific/science,659.5334187043204,3,post-doc,34,male,3
354,2,parent,40,female,2,program,program,educational/education,649.7389430171179,0,enrollee,18,female,1
355,2,parent,40,female,2,program,program,educational/education,612.3435194842183,1,graduate,25,male,2
356,2,parent,40,female,2,program,program,educational/education,649.0876540692782,2,parent,40,female,2
357,2,parent,40,female,2,program,program,educational/education,424.6033563937201,3,post-doc,34,male,3
358,2,parent,40,female,2,program,program,program,447.60026613166406,0,enrollee,18,female,1
359,2,parent,40,female,2,program,program,program,612.0721735049495,1,graduate,25,male,2
360,2,parent,40,female,2,program,program,program,336.58671681698996,3,post-doc,34,male,3
361,3,post-doc,34,male,3,program,program,center,675.4518403251125,0,enrollee,18,female,1
362,3,post-doc,34,male,3,program,program,center,715.3850330203985,1,graduate,25,male,2
363,3,post-doc,34,male,3,program,program,center,607.7884771606822,2,parent,40,female,2
364,3,post-doc,34,male,3,program,program,center,560.5659823467037,3,post-doc,34,male,3
365,3,post-doc,34,male,3,program,program,university,595.7877665878251,0,enrollee,18,female,1
366,3,post-doc,34,male,3,program,program,university,697.019169184229,1,graduate,25,male,2
367,3,post-doc,34,male,3,program,program,university,881.7102621980432,2,parent,40,female,2
368,3,post-doc,34,male,3,program,program,university,688.4855686176971,3,post-doc,34,male,3
369,3,post-doc,34,male,3,program,program,scientific/science,679.8423144267609,0,enrollee,18,female,1
370,3,post-doc,34,male,3,program,program,scientific/science,995.5336303210719,1,graduate,25,male,2
371,3,post-doc,34,male,3,program,program,scientific/science,619.9593826191134,2,parent,40,female,2
372,3,post-doc,34,male,3,program,program,scientific/science,630.4377915171401,3,post-doc,34,male,3
373,3,post-doc,34,male,3,program,program,educational/education,685.3142864057187,0,enrollee,18,female,1
374,3,post-doc,34,male,3,program,program,educational/education,581.449710098623,1,graduate,25,male,2
375,3,post-doc,34,male,3,program,program,educational/education,601.8621074626996,2,parent,40,female,2
376,3,post-doc,34,male,3,program,program,educational/education,528.8674007222179,3,post-doc,34,male,3
377,3,post-doc,34,male,3,program,program,program,454.8639479569291,0,enrollee,18,female,1
378,3,post-doc,34,male,3,program,program,program,544.3568923487096,1,graduate,25,male,2
379,3,post-doc,34,male,3,program,program,program,336.58671681698996,2,parent,40,female,2
