,Person_ID,Person_name,Person_age,Person_gender,Person_ducation_level_ID,Assoc_stimulus,Term1,Term2,cos,Person_term_ID,Person_term_name,Person_term_age,Person_term_gender,Person_term_ducation_level_ID
99,1,магистрант,25,male,2,университет,университет,университет,0.9473486,0,абитуриентка,18,female,1
100,1,магистрант,25,male,2,университет,университет,университет,0.7967863,2,родитель,40,female,2
101,1,магистрант,25,male,2,университет,университет,университет,0.82275146,3,аспирант,34,male,3
102,1,магистрант,25,male,2,университет,университет,наука/научный,0.8137622,0,абитуриентка,18,female,1
103,1,магистрант,25,male,2,университет,университет,наука/научный,0.39603767,1,магистрант,25,male,2
104,1,магистрант,25,male,2,университет,университет,наука/научный,0.87107724,2,родитель,40,female,2
105,1,магистрант,25,male,2,университет,университет,наука/научный,0.777534,3,аспирант,34,male,3
106,1,магистрант,25,male,2,университет,университет,образовательный/образование,0.712674,0,абитуриентка,18,female,1
107,1,магистрант,25,male,2,университет,университет,образовательный/образование,0.75717854,1,магистрант,25,male,2
108,1,магистрант,25,male,2,университет,университет,образовательный/образование,0.7713721,2,родитель,40,female,2
109,1,магистрант,25,male,2,университет,университет,образовательный/образование,0.76883394,3,аспирант,34,male,3
110,1,магистрант,25,male,2,университет,университет,программа,0.75291145,0,абитуриентка,18,female,1
111,1,магистрант,25,male,2,университет,университет,программа,0.7932142,1,магистрант,25,male,2
112,1,магистрант,25,male,2,университет,университет,программа,0.7266338,2,родитель,40,female,2
113,1,магистрант,25,male,2,университет,университет,программа,0.74271417,3,аспирант,34,male,3
114,2,родитель,40,female,2,университет,университет,центр,0.76747227,0,абитуриентка,18,female,1
115,2,родитель,40,female,2,университет,университет,центр,0.75033814,1,магистрант,25,male,2
116,2,родитель,40,female,2,университет,университет,центр,0.7301178,2,родитель,40,female,2
117,2,родитель,40,female,2,университет,университет,центр,0.7104819,3,аспирант,34,male,3
118,2,родитель,40,female,2,университет,университет,университет,0.7612796,0,абитуриентка,18,female,1
119,2,родитель,40,female,2,университет,университет,университет,0.7967863,1,магистрант,25,male,2
120,2,родитель,40,female,2,университет,университет,университет,0.85623646,3,аспирант,34,male,3
121,2,родитель,40,female,2,университет,университет,наука/научный,0.80604744,0,абитуриентка,18,female,1
122,2,родитель,40,female,2,университет,университет,наука/научный,0.40720427,1,магистрант,25,male,2
123,2,родитель,40,female,2,университет,университет,наука/научный,0.7787447,2,родитель,40,female,2
124,2,родитель,40,female,2,университет,университет,наука/научный,0.75610876,3,аспирант,34,male,3
125,2,родитель,40,female,2,университет,университет,образовательный/образование,0.78155315,0,абитуриентка,18,female,1
126,2,родитель,40,female,2,университет,университет,образовательный/образование,0.66189355,1,магистрант,25,male,2
127,2,родитель,40,female,2,университет,университет,образовательный/образование,0.68753797,2,родитель,40,female,2
128,2,родитель,40,female,2,университет,университет,образовательный/образование,0.66626644,3,аспирант,34,male,3
129,2,родитель,40,female,2,университет,университет,программа,0.6800562,0,абитуриентка,18,female,1
130,2,родитель,40,female,2,университет,университет,программа,0.6368562,1,магистрант,25,male,2
131,2,родитель,40,female,2,университет,университет,программа,0.62529504,2,родитель,40,female,2
132,2,родитель,40,female,2,университет,университет,программа,0.5888244,3,аспирант,34,male,3
133,3,аспирант,34,male,3,университет,университет,центр,0.8467738,0,абитуриентка,18,female,1
134,3,аспирант,34,male,3,университет,университет,центр,0.7871157,1,магистрант,25,male,2
135,3,аспирант,34,male,3,университет,университет,центр,0.8264521,2,родитель,40,female,2
136,3,аспирант,34,male,3,университет,университет,центр,0.8366732,3,аспирант,34,male,3
137,3,аспирант,34,male,3,университет,университет,университет,0.87955844,0,абитуриентка,18,female,1
138,3,аспирант,34,male,3,университет,университет,университет,0.82275146,1,магистрант,25,male,2
139,3,аспирант,34,male,3,университет,университет,университет,0.85623646,2,родитель,40,female,2
140,3,аспирант,34,male,3,университет,университет,наука/научный,0.8436836,0,абитуриентка,18,female,1
141,3,аспирант,34,male,3,университет,университет,наука/научный,0.4446525,1,магистрант,25,male,2
142,3,аспирант,34,male,3,университет,университет,наука/научный,0.86175036,2,родитель,40,female,2
143,3,аспирант,34,male,3,университет,университет,наука/научный,0.869461,3,аспирант,34,male,3
144,3,аспирант,34,male,3,университет,университет,образовательный/образование,0.83532536,0,абитуриентка,18,female,1
145,3,аспирант,34,male,3,университет,университет,образовательный/образование,0.80763197,1,магистрант,25,male,2
146,3,аспирант,34,male,3,университет,университет,образовательный/образование,0.8517552,2,родитель,40,female,2
147,3,аспирант,34,male,3,университет,университет,образовательный/образование,0.77464896,3,аспирант,34,male,3
148,3,аспирант,34,male,3,университет,университет,программа,0.72426414,0,абитуриентка,18,female,1
149,3,аспирант,34,male,3,университет,университет,программа,0.73515236,1,магистрант,25,male,2
150,3,аспирант,34,male,3,университет,университет,программа,0.73403996,2,родитель,40,female,2
151,3,аспирант,34,male,3,университет,университет,программа,0.74957275,3,аспирант,34,male,3
152,0,абитуриентка,18,female,1,наука/научный,наука/научный,центр,0.9140596,0,абитуриентка,18,female,1
153,0,абитуриентка,18,female,1,наука/научный,наука/научный,центр,0.9111424,1,магистрант,25,male,2
154,0,абитуриентка,18,female,1,наука/научный,наука/научный,центр,0.9036007,2,родитель,40,female,2
155,0,абитуриентка,18,female,1,наука/научный,наука/научный,центр,0.85897815,3,аспирант,34,male,3
156,0,абитуриентка,18,female,1,наука/научный,наука/научный,университет,0.8243522,0,абитуриентка,18,female,1
157,0,абитуриентка,18,female,1,наука/научный,наука/научный,университет,0.8137622,1,магистрант,25,male,2
158,0,абитуриентка,18,female,1,наука/научный,наука/научный,университет,0.80604744,2,родитель,40,female,2
159,0,абитуриентка,18,female,1,наука/научный,наука/научный,университет,0.8436836,3,аспирант,34,male,3
160,0,абитуриентка,18,female,1,наука/научный,наука/научный,наука/научный,0.40924197,1,магистрант,25,male,2
161,0,абитуриентка,18,female,1,наука/научный,наука/научный,наука/научный,0.8969579,2,родитель,40,female,2
162,0,абитуриентка,18,female,1,наука/научный,наука/научный,наука/научный,0.8710154,3,аспирант,34,male,3
163,0,абитуриентка,18,female,1,наука/научный,наука/научный,образовательный/образование,0.8031838,0,абитуриентка,18,female,1
164,0,абитуриентка,18,female,1,наука/научный,наука/научный,образовательный/образование,0.81687653,1,магистрант,25,male,2
165,0,абитуриентка,18,female,1,наука/научный,наука/научный,образовательный/образование,0.828538,2,родитель,40,female,2
166,0,абитуриентка,18,female,1,наука/научный,наука/научный,образовательный/образование,0.740183,3,аспирант,34,male,3
167,0,абитуриентка,18,female,1,наука/научный,наука/научный,программа,0.72091794,0,абитуриентка,18,female,1
168,0,абитуриентка,18,female,1,наука/научный,наука/научный,программа,0.7769805,1,магистрант,25,male,2
169,0,абитуриентка,18,female,1,наука/научный,наука/научный,программа,0.7109019,2,родитель,40,female,2
170,0,абитуриентка,18,female,1,наука/научный,наука/научный,программа,0.7532429,3,аспирант,34,male,3
171,1,магистрант,25,male,2,наука/научный,наука/научный,центр,0.3848009,0,абитуриентка,18,female,1
172,1,магистрант,25,male,2,наука/научный,наука/научный,центр,0.37609458,1,магистрант,25,male,2
173,1,магистрант,25,male,2,наука/научный,наука/научный,центр,0.39694747,2,родитель,40,female,2
174,1,магистрант,25,male,2,наука/научный,наука/научный,центр,0.37500513,3,аспирант,34,male,3
175,1,магистрант,25,male,2,наука/научный,наука/научный,университет,0.42868444,0,абитуриентка,18,female,1
176,1,магистрант,25,male,2,наука/научный,наука/научный,университет,0.39603767,1,магистрант,25,male,2
177,1,магистрант,25,male,2,наука/научный,наука/научный,университет,0.40720427,2,родитель,40,female,2
178,1,магистрант,25,male,2,наука/научный,наука/научный,университет,0.4446525,3,аспирант,34,male,3
179,1,магистрант,25,male,2,наука/научный,наука/научный,наука/научный,0.40924197,0,абитуриентка,18,female,1
180,1,магистрант,25,male,2,наука/научный,наука/научный,наука/научный,0.438496,2,родитель,40,female,2
181,1,магистрант,25,male,2,наука/научный,наука/научный,наука/научный,0.44735178,3,аспирант,34,male,3
182,1,магистрант,25,male,2,наука/научный,наука/научный,образовательный/образование,0.43453395,0,абитуриентка,18,female,1
183,1,магистрант,25,male,2,наука/научный,наука/научный,образовательный/образование,0.43291873,1,магистрант,25,male,2
184,1,магистрант,25,male,2,наука/научный,наука/научный,образовательный/образование,0.4301382,2,родитель,40,female,2
185,1,магистрант,25,male,2,наука/научный,наука/научный,образовательный/образование,0.39059025,3,аспирант,34,male,3
186,1,магистрант,25,male,2,наука/научный,наука/научный,программа,0.3822406,0,абитуриентка,18,female,1
187,1,магистрант,25,male,2,наука/научный,наука/научный,программа,0.47693494,1,магистрант,25,male,2
188,1,магистрант,25,male,2,наука/научный,наука/научный,программа,0.4173379,2,родитель,40,female,2
189,1,магистрант,25,male,2,наука/научный,наука/научный,программа,0.41610587,3,аспирант,34,male,3
190,2,родитель,40,female,2,наука/научный,наука/научный,центр,0.87394637,0,абитуриентка,18,female,1
191,2,родитель,40,female,2,наука/научный,наука/научный,центр,0.8314996,1,магистрант,25,male,2
192,2,родитель,40,female,2,наука/научный,наука/научный,центр,0.86425436,2,родитель,40,female,2
193,2,родитель,40,female,2,наука/научный,наука/научный,центр,0.87086,3,аспирант,34,male,3
194,2,родитель,40,female,2,наука/научный,наука/научный,университет,0.8782712,0,абитуриентка,18,female,1
195,2,родитель,40,female,2,наука/научный,наука/научный,университет,0.87107724,1,магистрант,25,male,2
196,2,родитель,40,female,2,наука/научный,наука/научный,университет,0.7787447,2,родитель,40,female,2
197,2,родитель,40,female,2,наука/научный,наука/научный,университет,0.86175036,3,аспирант,34,male,3
198,2,родитель,40,female,2,наука/научный,наука/научный,наука/научный,0.8969579,0,абитуриентка,18,female,1
199,2,родитель,40,female,2,наука/научный,наука/научный,наука/научный,0.438496,1,магистрант,25,male,2
200,2,родитель,40,female,2,наука/научный,наука/научный,наука/научный,0.85735834,3,аспирант,34,male,3
201,2,родитель,40,female,2,наука/научный,наука/научный,образовательный/образование,0.7806215,0,абитуриентка,18,female,1
202,2,родитель,40,female,2,наука/научный,наука/научный,образовательный/образование,0.81406915,1,магистрант,25,male,2
203,2,родитель,40,female,2,наука/научный,наука/научный,образовательный/образование,0.87907887,2,родитель,40,female,2
204,2,родитель,40,female,2,наука/научный,наука/научный,образовательный/образование,0.7569891,3,аспирант,34,male,3
205,2,родитель,40,female,2,наука/научный,наука/научный,программа,0.7305529,0,абитуриентка,18,female,1
206,2,родитель,40,female,2,наука/научный,наука/научный,программа,0.79679936,1,магистрант,25,male,2
207,2,родитель,40,female,2,наука/научный,наука/научный,программа,0.7440914,2,родитель,40,female,2
208,2,родитель,40,female,2,наука/научный,наука/научный,программа,0.79743415,3,аспирант,34,male,3
209,3,аспирант,34,male,3,наука/научный,наука/научный,центр,0.82899123,0,абитуриентка,18,female,1
210,3,аспирант,34,male,3,наука/научный,наука/научный,центр,0.82993317,1,магистрант,25,male,2
211,3,аспирант,34,male,3,наука/научный,наука/научный,центр,0.8457044,2,родитель,40,female,2
212,3,аспирант,34,male,3,наука/научный,наука/научный,центр,0.82097757,3,аспирант,34,male,3
213,3,аспирант,34,male,3,наука/научный,наука/научный,университет,0.8548436,0,абитуриентка,18,female,1
214,3,аспирант,34,male,3,наука/научный,наука/научный,университет,0.777534,1,магистрант,25,male,2
215,3,аспирант,34,male,3,наука/научный,наука/научный,университет,0.75610876,2,родитель,40,female,2
216,3,аспирант,34,male,3,наука/научный,наука/научный,университет,0.869461,3,аспирант,34,male,3
217,3,аспирант,34,male,3,наука/научный,наука/научный,наука/научный,0.8710154,0,абитуриентка,18,female,1
218,3,аспирант,34,male,3,наука/научный,наука/научный,наука/научный,0.44735178,1,магистрант,25,male,2
219,3,аспирант,34,male,3,наука/научный,наука/научный,наука/научный,0.85735834,2,родитель,40,female,2
