,Person_ID,Person_name,Person_age,Person_gender,Person_ducation_level_ID,Assoc_stimulus,Term1,Term2,cos,Person_term_ID,Person_term_name,Person_term_age,Person_term_gender,Person_term_ducation_level_ID
229,0,enrollee,18,female,1,educational/education,educational/education,center,0.3838087,1,graduate,25,male,2
230,0,enrollee,18,female,1,educational/education,educational/education,center,0.14363815,2,parent,40,female,2
231,0,enrollee,18,female,1,educational/education,educational/education,center,0.16986072,3,post-doc,34,male,3
232,0,enrollee,18,female,1,educational/education,educational/education,university,0.3248613,0,enrollee,18,female,1
233,0,enrollee,18,female,1,educational/education,educational/education,university,0.37081122,1,graduate,25,male,2
234,0,enrollee,18,female,1,educational/education,educational/education,university,0.3079229,2,parent,40,female,2
235,0,enrollee,18,female,1,educational/education,educational/education,university,0.34164646,3,post-doc,34,male,3
236,0,enrollee,18,female,1,educational/education,educational/education,scientific/science,0.14605117,0,enrollee,18,female,1
237,0,enrollee,18,female,1,educational/education,educational/education,scientific/science,0.14709833,1,graduate,25,male,2
238,0,enrollee,18,female,1,educational/education,educational/education,scientific/science,0.13196732,2,parent,40,female,2
239,0,enrollee,18,female,1,educational/education,educational/education,scientific/science,0.20678754,3,post-doc,34,male,3
240,0,enrollee,18,female,1,educational/education,educational/education,educational/education,0.55389863,1,graduate,25,male,2
241,0,enrollee,18,female,1,educational/education,educational/education,educational/education,0.68311775,2,parent,40,female,2
242,0,enrollee,18,female,1,educational/education,educational/education,educational/education,0.64984274,3,post-doc,34,male,3
243,0,enrollee,18,female,1,educational/education,educational/education,program,0.35904434,0,enrollee,18,female,1
244,0,enrollee,18,female,1,educational/education,educational/education,program,0.26768976,1,graduate,25,male,2
245,0,enrollee,18,female,1,educational/education,educational/education,program,0.36569637,2,parent,40,female,2
246,0,enrollee,18,female,1,educational/education,educational/education,program,0.31408533,3,post-doc,34,male,3
247,1,graduate,25,male,2,educational/education,educational/education,center,0.25136042,0,enrollee,18,female,1
248,1,graduate,25,male,2,educational/education,educational/education,center,0.27695316,1,graduate,25,male,2
249,1,graduate,25,male,2,educational/education,educational/education,center,0.10868252,2,parent,40,female,2
250,1,graduate,25,male,2,educational/education,educational/education,center,0.13053688,3,post-doc,34,male,3
251,1,graduate,25,male,2,educational/education,educational/education,university,0.21458395,0,enrollee,18,female,1
252,1,graduate,25,male,2,educational/education,educational/education,university,0.1998219,1,graduate,25,male,2
253,1,graduate,25,male,2,educational/education,educational/education,university,0.19594029,2,parent,40,female,2
254,1,graduate,25,male,2,educational/education,educational/education,university,0.2596133,3,post-doc,34,male,3
255,1,graduate,25,male,2,educational/education,educational/education,scientific/science,0.13087024,0,enrollee,18,female,1
256,1,graduate,25,male,2,educational/education,educational/education,scientific/science,0.1716052,1,graduate,25,male,2
257,1,graduate,25,male,2,educational/education,educational/education,scientific/science,0.13753234,2,parent,40,female,2
258,1,graduate,25,male,2,educational/education,educational/education,scientific/science,0.15909676,3,post-doc,34,male,3
259,1,graduate,25,male,2,educational/education,educational/education,educational/education,0.55389863,0,enrollee,18,female,1
260,1,graduate,25,male,2,educational/education,educational/education,educational/education,0.64495736,2,parent,40,female,2
261,1,graduate,25,male,2,educational/education,educational/education,educational/education,0.60744727,3,post-doc,34,male,3
262,1,graduate,25,male,2,educational/education,educational/education,program,0.3998505,0,enrollee,18,female,1
263,1,graduate,25,male,2,educational/education,educational/education,program,0.31685013,1,graduate,25,male,2
264,1,graduate,25,male,2,educational/education,educational/education,program,0.37692887,2,parent,40,female,2
265,1,graduate,25,male,2,educational/education,educational/education,program,0.31028277,3,post-doc,34,male,3
266,2,parent,40,female,2,educational/education,educational/education,center,0.34293324,0,enrollee,18,female,1
267,2,parent,40,female,2,educational/education,educational/education,center,0.36975226,1,graduate,25,male,2
268,2,parent,40,female,2,educational/education,educational/education,center,0.13381366,2,parent,40,female,2
269,2,parent,40,female,2,educational/education,educational/education,center,0.13293277,3,post-doc,34,male,3
270,2,parent,40,female,2,educational/education,educational/education,university,0.1207714,0,enrollee,18,female,1
271,2,parent,40,female,2,educational/education,educational/education,university,0.16888487,1,graduate,25,male,2
272,2,parent,40,female,2,educational/education,educational/education,university,0.16079026,2,parent,40,female,2
273,2,parent,40,female,2,educational/education,educational/education,university,0.185438,3,post-doc,34,male,3
274,2,parent,40,female,2,educational/education,educational/education,scientific/science,0.15400912,0,enrollee,18,female,1
275,2,parent,40,female,2,educational/education,educational/education,scientific/science,0.17286152,1,graduate,25,male,2
276,2,parent,40,female,2,educational/education,educational/education,scientific/science,0.14773785,2,parent,40,female,2
277,2,parent,40,female,2,educational/education,educational/education,scientific/science,0.21587762,3,post-doc,34,male,3
278,2,parent,40,female,2,educational/education,educational/education,educational/education,0.68311775,0,enrollee,18,female,1
279,2,parent,40,female,2,educational/education,educational/education,educational/education,0.64495736,1,graduate,25,male,2
280,2,parent,40,female,2,educational/education,educational/education,educational/education,0.7078135,3,post-doc,34,male,3
281,2,parent,40,female,2,educational/education,educational/education,program,0.3985027,0,enrollee,18,female,1
282,2,parent,40,female,2,educational/education,educational/education,program,0.30814046,1,graduate,25,male,2
283,2,parent,40,female,2,educational/education,educational/education,program,0.3486989,2,parent,40,female,2
284,2,parent,40,female,2,educational/education,educational/education,program,0.29513395,3,post-doc,34,male,3
285,3,post-doc,34,male,3,educational/education,educational/education,center,0.3323681,0,enrollee,18,female,1
286,3,post-doc,34,male,3,educational/education,educational/education,center,0.34211496,1,graduate,25,male,2
287,3,post-doc,34,male,3,educational/education,educational/education,center,0.069948494,2,parent,40,female,2
288,3,post-doc,34,male,3,educational/education,educational/education,center,0.15564075,3,post-doc,34,male,3
289,3,post-doc,34,male,3,educational/education,educational/education,university,0.3107873,0,enrollee,18,female,1
290,3,post-doc,34,male,3,educational/education,educational/education,university,0.37761608,1,graduate,25,male,2
291,3,post-doc,34,male,3,educational/education,educational/education,university,0.31694204,2,parent,40,female,2
292,3,post-doc,34,male,3,educational/education,educational/education,university,0.41190916,3,post-doc,34,male,3
293,3,post-doc,34,male,3,educational/education,educational/education,scientific/science,0.2531694,0,enrollee,18,female,1
294,3,post-doc,34,male,3,educational/education,educational/education,scientific/science,0.24985392,1,graduate,25,male,2
295,3,post-doc,34,male,3,educational/education,educational/education,scientific/science,0.18621206,2,parent,40,female,2
296,3,post-doc,34,male,3,educational/education,educational/education,scientific/science,0.24353987,3,post-doc,34,male,3
297,3,post-doc,34,male,3,educational/education,educational/education,educational/education,0.64984274,0,enrollee,18,female,1
298,3,post-doc,34,male,3,educational/education,educational/education,educational/education,0.60744727,1,graduate,25,male,2
299,3,post-doc,34,male,3,educational/education,educational/education,educational/education,0.7078135,2,parent,40,female,2
300,3,post-doc,34,male,3,educational/education,educational/education,program,0.351815,0,enrollee,18,female,1
301,3,post-doc,34,male,3,educational/education,educational/education,program,0.25952634,1,graduate,25,male,2
302,3,post-doc,34,male,3,educational/education,educational/education,program,0.25974768,2,parent,40,female,2
303,3,post-doc,34,male,3,educational/education,educational/education,program,0.24268465,3,post-doc,34,male,3
304,0,enrollee,18,female,1,program,program,center,0.24755868,0,enrollee,18,female,1
305,0,enrollee,18,female,1,program,program,center,0.25028756,1,graduate,25,male,2
306,0,enrollee,18,female,1,program,program,center,0.1316354,2,parent,40,female,2
307,0,enrollee,18,female,1,program,program,center,0.19844973,3,post-doc,34,male,3
308,0,enrollee,18,female,1,program,program,university,0.20392725,0,enrollee,18,female,1
309,0,enrollee,18,female,1,program,program,university,0.116865255,1,graduate,25,male,2
310,0,enrollee,18,female,1,program,program,university,0.17751786,2,parent,40,female,2
311,0,enrollee,18,female,1,program,program,university,0.165,3,post-doc,34,male,3
312,0,enrollee,18,female,1,program,program,scientific/science,0.19509766,0,enrollee,18,female,1
313,0,enrollee,18,female,1,program,program,scientific/science,0.20832111,1,graduate,25,male,2
