,Person_ID,Person_name,Person_age,Person_gender,Person_ducation_level_ID,Assoc_stimulus,Term1,Term2,cos,Person_term_ID,Person_term_name,Person_term_age,Person_term_gender,Person_term_ducation_level_ID
49,2,parent,40,female,2,center,center,educational/education,0.069948494,3,post-doc,34,male,3
50,2,parent,40,female,2,center,center,program,0.1316354,0,enrollee,18,female,1
51,2,parent,40,female,2,center,center,program,0.12859365,1,graduate,25,male,2
52,2,parent,40,female,2,center,center,program,0.21882708,2,parent,40,female,2
53,2,parent,40,female,2,center,center,program,0.16466622,3,post-doc,34,male,3
54,3,post-doc,34,male,3,center,center,university,0.3144905,0,enrollee,18,female,1
55,3,post-doc,34,male,3,center,center,university,0.3296054,1,graduate,25,male,2
56,3,post-doc,34,male,3,center,center,university,0.24523437,2,parent,40,female,2
57,3,post-doc,34,male,3,center,center,university,0.24002266,3,post-doc,34,male,3
58,3,post-doc,34,male,3,center,center,scientific/science,0.16062008,0,enrollee,18,female,1
59,3,post-doc,34,male,3,center,center,scientific/science,0.21074067,1,graduate,25,male,2
60,3,post-doc,34,male,3,center,center,scientific/science,0.2257889,2,parent,40,female,2
61,3,post-doc,34,male,3,center,center,scientific/science,0.11745689,3,post-doc,34,male,3
62,3,post-doc,34,male,3,center,center,educational/education,0.16986072,0,enrollee,18,female,1
63,3,post-doc,34,male,3,center,center,educational/education,0.13053688,1,graduate,25,male,2
64,3,post-doc,34,male,3,center,center,educational/education,0.13293277,2,parent,40,female,2
65,3,post-doc,34,male,3,center,center,educational/education,0.15564075,3,post-doc,34,male,3
66,3,post-doc,34,male,3,center,center,program,0.19844973,0,enrollee,18,female,1
67,3,post-doc,34,male,3,center,center,program,0.13959974,1,graduate,25,male,2
68,3,post-doc,34,male,3,center,center,program,0.23798135,2,parent,40,female,2
69,3,post-doc,34,male,3,center,center,program,0.2057442,3,post-doc,34,male,3
70,0,enrollee,18,female,1,university,university,university,0.7711057,1,graduate,25,male,2
71,0,enrollee,18,female,1,university,university,university,0.83510685,2,parent,40,female,2
72,0,enrollee,18,female,1,university,university,university,0.8442755,3,post-doc,34,male,3
73,0,enrollee,18,female,1,university,university,scientific/science,0.33274737,0,enrollee,18,female,1
74,0,enrollee,18,female,1,university,university,scientific/science,0.34866682,1,graduate,25,male,2
75,0,enrollee,18,female,1,university,university,scientific/science,0.30007312,2,parent,40,female,2
76,0,enrollee,18,female,1,university,university,scientific/science,0.22307308,3,post-doc,34,male,3
77,0,enrollee,18,female,1,university,university,educational/education,0.3248613,0,enrollee,18,female,1
78,0,enrollee,18,female,1,university,university,educational/education,0.21458395,1,graduate,25,male,2
79,0,enrollee,18,female,1,university,university,educational/education,0.1207714,2,parent,40,female,2
80,0,enrollee,18,female,1,university,university,educational/education,0.3107873,3,post-doc,34,male,3
81,0,enrollee,18,female,1,university,university,program,0.20392725,0,enrollee,18,female,1
82,0,enrollee,18,female,1,university,university,program,0.17639479,1,graduate,25,male,2
83,0,enrollee,18,female,1,university,university,program,0.28472647,2,parent,40,female,2
84,0,enrollee,18,female,1,university,university,program,0.23551527,3,post-doc,34,male,3
85,1,graduate,25,male,2,university,university,university,0.82411456,2,parent,40,female,2
86,1,graduate,25,male,2,university,university,university,0.8254741,3,post-doc,34,male,3
87,1,graduate,25,male,2,university,university,scientific/science,0.17676137,0,enrollee,18,female,1
88,1,graduate,25,male,2,university,university,scientific/science,0.27590188,1,graduate,25,male,2
89,1,graduate,25,male,2,university,university,scientific/science,0.19141504,2,parent,40,female,2
90,1,graduate,25,male,2,university,university,scientific/science,0.1378088,3,post-doc,34,male,3
91,1,graduate,25,male,2,university,university,educational/education,0.37081122,0,enrollee,18,female,1
92,1,graduate,25,male,2,university,university,educational/education,0.1998219,1,graduate,25,male,2
93,1,graduate,25,male,2,university,university,educational/education,0.16888487,2,parent,40,female,2
94,1,graduate,25,male,2,university,university,educational/education,0.37761608,3,post-doc,34,male,3
95,1,graduate,25,male,2,university,university,program,0.116865255,0,enrollee,18,female,1
96,1,graduate,25,male,2,university,university,program,0.0589903,1,graduate,25,male,2
97,1,graduate,25,male,2,university,university,program,0.17183381,2,parent,40,female,2
98,1,graduate,25,male,2,university,university,program,0.11690295,3,post-doc,34,male,3
99,2,parent,40,female,2,university,university,university,0.86223,3,post-doc,34,male,3
100,2,parent,40,female,2,university,university,scientific/science,0.15064506,0,enrollee,18,female,1
101,2,parent,40,female,2,university,university,scientific/science,0.24758582,1,graduate,25,male,2
102,2,parent,40,female,2,university,university,scientific/science,0.16716626,2,parent,40,female,2
103,2,parent,40,female,2,university,university,scientific/science,0.14474447,3,post-doc,34,male,3
104,2,parent,40,female,2,university,university,educational/education,0.3079229,0,enrollee,18,female,1
105,2,parent,40,female,2,university,university,educational/education,0.19594029,1,graduate,25,male,2
106,2,parent,40,female,2,university,university,educational/education,0.16079026,2,parent,40,female,2
107,2,parent,40,female,2,university,university,educational/education,0.31694204,3,post-doc,34,male,3
108,2,parent,40,female,2,university,university,program,0.17751786,0,enrollee,18,female,1
109,2,parent,40,female,2,university,university,program,0.13441221,1,graduate,25,male,2
110,2,parent,40,female,2,university,university,program,0.28211173,2,parent,40,female,2
111,2,parent,40,female,2,university,university,program,0.24248026,3,post-doc,34,male,3
112,3,post-doc,34,male,3,university,university,scientific/science,0.19670454,0,enrollee,18,female,1
113,3,post-doc,34,male,3,university,university,scientific/science,0.26593685,1,graduate,25,male,2
114,3,post-doc,34,male,3,university,university,scientific/science,0.19137086,2,parent,40,female,2
115,3,post-doc,34,male,3,university,university,scientific/science,0.17865318,3,post-doc,34,male,3
116,3,post-doc,34,male,3,university,university,educational/education,0.34164646,0,enrollee,18,female,1
117,3,post-doc,34,male,3,university,university,educational/education,0.2596133,1,graduate,25,male,2
118,3,post-doc,34,male,3,university,university,educational/education,0.185438,2,parent,40,female,2
119,3,post-doc,34,male,3,university,university,educational/education,0.41190916,3,post-doc,34,male,3
120,3,post-doc,34,male,3,university,university,program,0.165,0,enrollee,18,female,1
121,3,post-doc,34,male,3,university,university,program,0.10452224,1,graduate,25,male,2
122,3,post-doc,34,male,3,university,university,program,0.26414755,2,parent,40,female,2
123,3,post-doc,34,male,3,university,university,program,0.19038591,3,post-doc,34,male,3
124,0,enrollee,18,female,1,scientific/science,scientific/science,scientific/science,0.558513,1,graduate,25,male,2
125,0,enrollee,18,female,1,scientific/science,scientific/science,scientific/science,0.77614653,2,parent,40,female,2
126,0,enrollee,18,female,1,scientific/science,scientific/science,scientific/science,0.778409,3,post-doc,34,male,3
127,0,enrollee,18,female,1,scientific/science,scientific/science,educational/education,0.14605117,0,enrollee,18,female,1
128,0,enrollee,18,female,1,scientific/science,scientific/science,educational/education,0.13087024,1,graduate,25,male,2
129,0,enrollee,18,female,1,scientific/science,scientific/science,educational/education,0.15400912,2,parent,40,female,2
130,0,enrollee,18,female,1,scientific/science,scientific/science,educational/education,0.2531694,3,post-doc,34,male,3
131,0,enrollee,18,female,1,scientific/science,scientific/science,program,0.19509766,0,enrollee,18,female,1
132,0,enrollee,18,female,1,scientific/science,scientific/science,program,0.2116759,1,graduate,25,male,2
133,0,enrollee,18,female,1,scientific/science,scientific/science,program,0.106613524,2,parent,40,female,2
134,0,enrollee,18,female,1,scientific/science,scientific/science,program,0.08338612,3,post-doc,34,male,3
135,1,graduate,25,male,2,scientific/science,scientific/science,scientific/science,0.44955277,2,parent,40,female,2
136,1,graduate,25,male,2,scientific/science,scientific/science,scientific/science,0.4728858,3,post-doc,34,male,3
137,1,graduate,25,male,2,scientific/science,scientific/science,educational/education,0.14709833,0,enrollee,18,female,1
138,1,graduate,25,male,2,scientific/science,scientific/science,educational/education,0.1716052,1,graduate,25,male,2
139,1,graduate,25,male,2,scientific/science,scientific/science,educational/education,0.17286152,2,parent,40,female,2
140,1,graduate,25,male,2,scientific/science,scientific/science,educational/education,0.24985392,3,post-doc,34,male,3
141,1,graduate,25,male,2,scientific/science,scientific/science,program,0.20832111,0,enrollee,18,female,1
142,1,graduate,25,male,2,scientific/science,scientific/science,program,0.24861272,1,graduate,25,male,2
143,1,graduate,25,male,2,scientific/science,scientific/science,program,0.18822092,2,parent,40,female,2
144,1,graduate,25,male,2,scientific/science,scientific/science,program,0.13177463,3,post-doc,34,male,3
145,2,parent,40,female,2,scientific/science,scientific/science,scientific/science,0.8142837,3,post-doc,34,male,3
146,2,parent,40,female,2,scientific/science,scientific/science,educational/education,0.13196732,0,enrollee,18,female,1
147,2,parent,40,female,2,scientific/science,scientific/science,educational/education,0.13753234,1,graduate,25,male,2
148,2,parent,40,female,2,scientific/science,scientific/science,educational/education,0.14773785,2,parent,40,female,2
149,2,parent,40,female,2,scientific/science,scientific/science,educational/education,0.18621206,3,post-doc,34,male,3
150,2,parent,40,female,2,scientific/science,scientific/science,program,0.14363502,0,enrollee,18,female,1
151,2,parent,40,female,2,scientific/science,scientific/science,program,0.15476313,1,graduate,25,male,2
152,2,parent,40,female,2,scientific/science,scientific/science,program,0.14303495,2,parent,40,female,2
153,2,parent,40,female,2,scientific/science,scientific/science,program,0.075608626,3,post-doc,34,male,3
154,3,post-doc,34,male,3,scientific/science,scientific/science,educational/education,0.20678754,0,enrollee,18,female,1
155,3,post-doc,34,male,3,scientific/science,scientific/science,educational/education,0.15909676,1,graduate,25,male,2
156,3,post-doc,34,male,3,scientific/science,scientific/science,educational/education,0.21587762,2,parent,40,female,2
157,3,post-doc,34,male,3,scientific/science,scientific/science,educational/education,0.24353987,3,post-doc,34,male,3
158,3,post-doc,34,male,3,scientific/science,scientific/science,program,0.17685993,0,enrollee,18,female,1
159,3,post-doc,34,male,3,scientific/science,scientific/science,program,0.17928392,1,graduate,25,male,2
160,3,post-doc,34,male,3,scientific/science,scientific/science,program,0.18230854,2,parent,40,female,2
161,3,post-doc,34,male,3,scientific/science,scientific/science,program,0.1321877,3,post-doc,34,male,3
162,0,enrollee,18,female,1,educational/education,educational/education,educational/education,0.55389863,1,graduate,25,male,2
163,0,enrollee,18,female,1,educational/education,educational/education,educational/education,0.68311775,2,parent,40,female,2
164,0,enrollee,18,female,1,educational/education,educational/education,educational/education,0.64984274,3,post-doc,34,male,3
165,0,enrollee,18,female,1,educational/education,educational/education,program,0.35904434,0,enrollee,18,female,1
166,0,enrollee,18,female,1,educational/education,educational/education,program,0.26768976,1,graduate,25,male,2
167,0,enrollee,18,female,1,educational/education,educational/education,program,0.36569637,2,parent,40,female,2
168,0,enrollee,18,female,1,educational/education,educational/education,program,0.31408533,3,post-doc,34,male,3
169,1,graduate,25,male,2,educational/education,educational/education,educational/education,0.64495736,2,parent,40,female,2
170,1,graduate,25,male,2,educational/education,educational/education,educational/education,0.60744727,3,post-doc,34,male,3
171,1,graduate,25,male,2,educational/education,educational/education,program,0.3998505,0,enrollee,18,female,1
172,1,graduate,25,male,2,educational/education,educational/education,program,0.31685013,1,graduate,25,male,2
173,1,graduate,25,male,2,educational/education,educational/education,program,0.37692887,2,parent,40,female,2
174,1,graduate,25,male,2,educational/education,educational/education,program,0.31028277,3,post-doc,34,male,3
175,2,parent,40,female,2,educational/education,educational/education,educational/education,0.7078135,3,post-doc,34,male,3
176,2,parent,40,female,2,educational/education,educational/education,program,0.3985027,0,enrollee,18,female,1
177,2,parent,40,female,2,educational/education,educational/education,program,0.30814046,1,graduate,25,male,2
178,2,parent,40,female,2,educational/education,educational/education,program,0.3486989,2,parent,40,female,2
179,2,parent,40,female,2,educational/education,educational/education,program,0.29513395,3,post-doc,34,male,3
180,3,post-doc,34,male,3,educational/education,educational/education,program,0.351815,0,enrollee,18,female,1
181,3,post-doc,34,male,3,educational/education,educational/education,program,0.25952634,1,graduate,25,male,2
182,3,post-doc,34,male,3,educational/education,educational/education,program,0.25974768,2,parent,40,female,2
183,3,post-doc,34,male,3,educational/education,educational/education,program,0.24268465,3,post-doc,34,male,3
184,0,enrollee,18,female,1,program,program,program,0.9001419,1,graduate,25,male,2
185,0,enrollee,18,female,1,program,program,program,0.7381343,2,parent,40,female,2
186,0,enrollee,18,female,1,program,program,program,0.7686816,3,post-doc,34,male,3
187,1,graduate,25,male,2,program,program,program,0.6969918,2,parent,40,female,2
188,1,graduate,25,male,2,program,program,program,0.70359755,3,post-doc,34,male,3
189,2,parent,40,female,2,program,program,program,0.84333086,3,post-doc,34,male,3
